mc	mn	quarterbeats	duration_qb	keysig	timesig	act_dur	mc_offset	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	0	4.0	-1	4/4	1	0					firstMeasure	2
2	2	4	4.0	-1	4/4	1	0						3
3	3	8	4.0	-1	4/4	1	0				line		4
4	4	12	4.0	-1	4/4	1	0						5
5	5	16	4.0	-1	4/4	1	0						6
6	6	20	4.0	-1	4/4	1	0				line		7
7	7	24	4.0	-1	4/4	1	0						8
8	8	28	4.0	-1	4/4	1	0				line		9
9	9	32	4.0	-1	4/4	1	0						10
10	10	36	4.0	-1	4/4	1	0						11
11	11	40	3.0	-1	3/4	3/4	0				page		12
12	12	43	4.0	-1	4/4	1	0						13
13	13	47	4.0	-1	4/4	1	0				line		14
14	14	51	4.0	-1	4/4	1	0						15
15	15	55	4.0	-1	4/4	1	0						16
16	16	59	4.0	-1	4/4	1	0				line		17
17	17	63	4.0	-1	4/4	1	0						18
18	18	67	4.0	-1	4/4	1	0						19
19	19	71	4.0	-1	4/4	1	0				line		20
20	20	75	4.0	-1	4/4	1	0						21
21	21	79	4.0	-1	4/4	1	0					lastMeasure	-1
